ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
"기타",,경남,창원시마산합포구,경남시각장애인 야구 생활체육교실,시각장애,목 14:00~16:00,,20210101~20211231,20210101~20211231
"기타",,경남,창원시진해구,진해시각장애인 생활체육 쇼다운교실,시각장애,월 13:00~15:00,,20210101~20211231,20210101~20211231
"기타",,경남,통영시,통영 느티나무 장애청소년 생활체조교실,지적장애,금 16:00~17:00,,20210101~20211231,20210101~20211231
"기타",,경남,창원시진해구,경남 장애인 발달장애 청소년 요가교실,지적장애,수 15:00~17:00,,20210101~20211231,20210101~20211231
"기타",기타,경기,오산시,오산시 지도자 교실,기타장애,09:00~18:00,,20210101~20211231,20210101~20211231
"기타",기타,경기,김포시,김포시 지도자 교실,기타장애,09:00~18:00,,20210101~20211231,20210101~20211231
"기타",기타,경기,평택시,평택시 지도자 교실,기타장애,09:00~18:00,,20210101~20211231,20210101~20211231
"기타",기타,경기,광주시,광주시 지도자 교실,기타장애,09:00~18:00,,20210101~20211231,20210101~20211231
"기타",기타,충남,예산군,시각장애인 한궁교실,시각장애,"매주 월, 10:30~12:00",,20210301~20211031,20210301~20211031
"기타",골프,충북,제천시,2021년 제천시 JCRC 그라운드골프 교실,지체장애,매주 수 15:00~16:30,,20210715~20210730,20210804~20211027
"기타",요가,충북,청주시,2021년 건강놀이터 신체활동 교실,지적장애,매주 목 15:00~17:30,,20210716~20210730,20210801~20211031
"기타",기타,경기,안양시,안양시 지도자 교실,기타장애,09:00~18:00,,20210101~20211231,20210101~20211231
"기타",뉴스포츠,광주,서구,쌍촌홀더공동생활가정뉴스포츠교실-신동민지도자,지적장애,매주 수 17:00 - 18:00,,20210601~20210701,20210811~20211229
"농구",,경기,군포시,(대장체)군포시 청소년 농구교실,지적장애,"월, 목 19:00~20:00",,20210401~20210730,20210501~20211130
"농구",,충북,제천시,2021 MATP 변형농구교실,지적장애,매주 월 16:00 ~ 17:00,,20210126~20210215,20210301~20210830
"농구",,충남,홍성군,지적장애 생활체육 휠체어농구교실,지적장애,매주 화/목 20:00~22:00,,20210301~20211130,20210301~20211130
"농구",,서울,강서구,2021 강서구 지적장애청소년 농구교실(등촌고등학교),지적장애,매주 금 10:00~12:00,,20210201~20210530,20210401~20210930
"농구",,경기,고양시,(대장체)고양시 휠체어 농구 클럽,지체장애,화 16:00~17:30,,20210401~20210730,20210501~20211130
"농구",,경북,안동시,발달장애 청소년 농구프로그램(생애주기별-안동시장애인부모회),지적장애,"목, 15:00~16:50",,20210301~20210331,20210401~20210916
"농구",,대구,달서구,2021년 청소년농구생활체육교실(체육회),지적장애,매주,대구시장애인체육회 이용재지도자 운영,20210101~20210201,20210401~20211030
"농구",,서울,노원구,2021 노원구 지적장애인 농구교실(파란동그라미 사회적협동조합),지적장애,매주 금 16:30~18:00,,20210201~20210530,20210401~20210930
"농구",,충남,아산시,장애청소년 농구교실,지적장애,월 13:30~15:00,,20210301~20211130,20210301~20211130
"농구",,울산,남구,2021 울산지체장애인생활체육휠체어농구교실,지체장애,목요일 17:00~20:00,교실운영단체 : 울산광역시장애인농구협회,20210101~20210930,20210408~20210930
"농구",,경남,사천시,사천 방과 후 체육교실,지적장애,"월,수 14:30~15:30",,20210101~20211231,20210101~20211231
"농구",,경기,군포시,(대장체)군포시 농구교실,지적장애,"월, 수 18:00~19:00",,20210401~20210701,20210501~20211130
"농구",,광주,서구,초보자농구교실(개인수업)-박여호수아,지적장애,매주 월 16:00~17:30,,20210101~20210312,20210315~20211227
"농구",,대구,달서구,2021년 대구성인장애인농구생활체육교실(달구벌복지관),지적장애,"매주월,화 ,목 12:30~13:30",몸과 마음이 건강한 분을 모집합니다.  많은 관심 부탁드립니다.,20210202~20210326,20210405~20211014
"농구",,울산,중구,2021 울산광역시 지적장애인생활체육 농구교실,지적장애,월요일 18:00~21:00,교실운연단체 : 울산광역시장애인농구협회,20210101~20211004,20210405~20211004
"농구",,충남,천안시,덩크슛 농구교실,지적장애,매주 화/금 17:00~19:00,,20210301~20211130,20210301~20211130
"농구",,경기,안양시,(대장체)안양시 농구교실,지적장애,토 14:00~15:30,,20210401~20210730,20210501~20211130
"농구",,경기,고양시,(대장체)고양시 농구 클럽,지적장애,월 18:30~20:00,,20210401~20210730,20210501~20211130
"농구",,서울,강서구,2021 강서구 지적장애청소년 농구교실(세현고등학교),지적장애,매주 화 10:00~12:00,,20210201~20210530,20210401~20210930
"농구",,충남,서산시,맞춤형 장애청소년 농구 및 탁구교실,지적장애,매주화13:40~14:30수08:40,,20210301~20211130,20210301~20211130
"농구",,광주,서구,지적농구교실B반(개인수업)-박여호수아지도자,지적장애,"매주 화, 금 20:00~21:30",,20210101~20210312,20210316~20211231
"농구",,충남,서산시,장애인 생활체육 농구교실,지적장애,매주 화/목 10:00~12:00,,20210301~20211130,20210301~20211130
"농구",,광주,서구,상무고등학교농구교실-박여호수아,지적장애,매주 금 11:00~12:30,,20210101~20210318,20210319~20211231
"농구",,광주,서구,지적농구교실A반(개인수업)-박여호수아지도자,지적장애,"매주 화, 금 18:30~20:00",,20210101~20210312,20210316~20211231
"농구",,서울,동대문구,2021 동대문구 지적장애인 농구교실(동문장애인종합복지관),지적장애,매주 수 17:00~18:00,,20210201~20210331,20210401~20211031
"농구",,충북,진천군,2021 진천군장애인 농구교실,지적장애,"매주 월,수 18:00 ~ 20:00",,20210126~20210215,20210301~20211130
"농구",,경기,안양시,(대장체)안양시 농구교실,지적장애,토 14:00~15:30,,20210401~20210730,20210501~20211130
"농구",,광주,서구,(시비)2021 농구교실(시장애인체육회-박여호수아),지적장애,매주 월 16:00~17:30,,20210101~20210404,20210405~20210927
"농구",,광주,남구,엠마우스주간보호센터농구교실-박욱지도자,지적장애,매주 월 14:00~15:00,,20210102~20210130,20210222~20211227
"농구",,경기,가평군,(대장체)가평군 농구교실,지적장애,"월, 수 16:00~16:50",,20210401~20210730,20210501~20211130
"농구",,경기,군포시,(대장체)군포시 여성 농구교실,뇌병변장애,화 18:00~19:00,,20210401~20210730,20210501~20211130
"농구",,충남,보령시,WEST 초보자 농구교실,지적장애,매주 수 13:30~15:00,,20210301~20211130,20210301~20211130
"농구",,대전,서구,2021 농구교실(한줄기),지적장애,월 14:00~15:00,,20210412~20211025,20210412~20211025
"다트",,서울,동대문구,2021 동대문구 청각장애어르신 다트교실(동대문구수어통역센터),청각장애,매주 목 14:00~16:00,,20210201~20210331,20210401~20210930
"다트",,전남,담양군,2021 전남 담양군 장애인생활체육 다트교실,시각장애,14:00~16:00,2021 전남 담양군 장애인생활체육 다트교실,20210301~20210330,20210428~20211127
"다트",,전남,순천시,2021 전남 순천시 장애인생활체육 다트교실,지체장애,13:30~14:30,2021 전남 순천시 장애인생활체육 다트교실,20210301~20210330,20210401~20211125
"다트",,전남,화순군,2021 전남 화순군 장애인생활체육 다트교실,지체장애,10:30~11:30,2021 전남 화순군 장애인생활체육 다트교실,20210301~20210330,20210406~20210907
"다트",,서울,중랑구,2021 중랑구 장애인다트교실(중랑구장애인다트연맹),지체장애,토요일 15:00-16:00,,20210201~20210331,20210401~20210930
"당구",,전남,완도군,2021 전남 완도군 장애인생활체육 당구교실,지체장애,15:00~16:00,2021 전남 완도군 장애인생활체육 당구교실,20210301~20210330,20210413~20211005
"당구",,전남,목포시,2021 전남 목포시 장애인생활체육 당구교실,지체장애,14:00~16:00,2021 전남 목포시 장애인생활체육 당구교실,20210411~20210926,20210411~20210926
"당구",,충남,당진시,장애인 생활체육 당구교실,지체장애,매주 목 10:00~12:00,,20210301~20211130,20210301~20211130
"당구",,울산,동구,2021년 울산 중년 남성 장애인의 생활체육 당구 교실 “한 수 위 당구 교실”,지체장애,수요일 10:30~12:00,운영단체 : 울산광역시동구장애인복지관,20210101~20211020,20210407~20211020
"당구",,부산,서구,한큐에OK당구교실,기타장애,수/11:00~12:00,,20210301~20211231,20210301~20211231
"당구",,전남,장흥군,2021 전남 장흥군 장애인생활체육 당구교실(기금),지체장애,10:00~11:00,2021 전남 장흥군 장애인생활체육 당구교실(기금),20210401~20210909,20210401~20210909
"당구",,경기,연천군,(당구협회)생활체육교실,기타장애,09:00-18:00,"종목별교실 - 파주시, 동두천시, 연천군 당구교실 / 양주시, 남양주시, 의정부시 당구교실",20210322~20210531,20210322~20211031
"당구",,광주,서구,(기금)2021지적장애인당구교실(박민),지적장애,매주 수 14:30~16:30,,20201201~20210228,20210421~20210929
"당구",,경북,포항시남구,함우리 해피당구동호회(동호회-함우리해피당구회),지체장애,"월, 13:00~14:30",,20210301~20210331,20210406~20211026
"당구",,광주,북구,(시비) 2021 당구교실(당구협회),지체장애,매 주 화 13:00~15:00,광주 장애인 당국교실입니다.,20210322~20210326,20210405~20210908
"당구",,충남,서산시,장애인생활체육 당구교실,지체장애,매주 토 18:00~21:00,,20210301~20211130,20210301~20211130
"당구",,세종,,장애인 생활체육 당구교실,기타장애,매주 금 오후6시,,20210122~20210205,20210314~20211031
"당구",,광주,서구,명가당구클럽 당구교실-박민지도자,지적장애,매주 수 14:30~16:30,,20210102~20210228,20210406~20211230
"당구",,충남,예산군,한사랑 당구교실,기타장애,매주 화 18:30~19:30,,20210301~20211130,20210301~20211130
"당구",,경기,안양시,(대장체)안양시 당구클럽,지적장애,수 17:00~17:50,,20210401~20210730,20210501~20211130
"당구",,부산,수영구,장애인당구교실(당구협회),지체장애,목/14:00~16:00,,20210301~20211231,20210301~20211231
"당구",,경기,안양시,(대장체)안양시 당구교실,뇌병변장애,수 13:00~13:50,,20210401~20210730,20210501~20211130
"당구",,충북,영동군,2021 장애인생활체육 당구교실,뇌병변장애,매주 금 13;00~15:00,,20210126~20210215,20210301~20211031
"당구",,울산,중구,2021 울산 생활체육 당구교실 - ‘울·장·복 당구교실’,지체장애,월요일 10:00~12:00,운영단체 : 울산광역시장애인종합복지관,20210101~20211025,20210405~20211025
"당구",,충북,충주시,2021 장애인생활체육 충장복당구교실,지체장애,매주 화 10:00~12:00,,20210126~20210215,20210302~20211031
"럭비",,경남,거제시,거제시지체장애인휠체어럭비 생활체육교실,지체장애,목 14:00~16:00,,20210101~20211231,20210101~20211231
"론볼",,광주,북구,직장부론볼교실(A반)-김재홍지도자,지체장애,매주 목 13:30~14:30,,20210201~20210228,20210318~20211230
"론볼",,광주,북구,빛고을론볼교실  조미경지도자,지체장애,매주 화 13:30~14:30,,20210105~20211228,20210223~20211228
"론볼",,광주,북구,동그라미주건보호센터론볼교실남성부  조미경지도자,지적장애,매주 수 11:00~12:00,,20210106~20211229,20210317~20211229
"론볼",,충북,충주시,2021 장애인생활체육 론볼교실,지체장애,"매주 화,목,토 10:00~16:00",,20210126~20210215,20210302~20210831
"론볼",,충북,증평군,2021 장애인생활체육 론볼교실,지적장애,매주 토 10:00~11:30,,20210126~20210215,20210401~20211031
"론볼",,광주,북구,(기금) 2021 지체장애인 론볼교실(론볼연맹),지체장애,매 주 화요일 14:00~16:00,광주광역시 지체장애인 론볼교실입니다.,20210426~20210430,20210511~20211012
"론볼",,울산,남구,2021 울산장애인생활체육론볼교실,지체장애,토요일 14:30~17:30,교실운영단체 : 울산광역시장애인론볼연맹,20210101~20210925,20210407~20210925
"론볼",,충북,괴산군,2021 장애인생활체육 론볼교실,지체장애,매주 금 09:30~12:00,,20210126~20210215,20210301~20211031
"론볼",,전남,순천시,2021 전남 순천시 장애인생활체육 팔마론볼교실,지체장애,10:00~11:00,2021 전남 순천시 장애인생활체육 팔마론볼교실,20210416~20210924,20210416~20210924
"론볼",,광주,북구,직장부론볼교실(B반)-김재홍지도자,지체장애,매주 목 14:30~15:30,,20210201~20210228,20210318~20211230
"론볼",,충남,논산시,장애인 론볼 교실,지체장애,매주 화/수 10:00~12:00,,20210301~20211130,20210301~20211130
"론볼",,충북,영동군,2021 장애인생활체육 어울림론볼교실,지적장애,매주 월 10;00~12:00,,20210126~20210215,20210301~20210831
"론볼",,충북,청주시,2021 충북장애인생활체육 론볼교실,지체장애,매주 화 13:00~16:00,,20210215~20210310,20210401~20211031
"론볼",,부산,연제구,연제구장애인론볼교실,지체장애,화/10:00~12:00,,20210301~20211231,20210301~20211231
"론볼",,충남,아산시,장애인론볼교실,지체장애,매주 수 08:30~09:30,,20210301~20211130,20210301~20211130
"론볼",,부산,동구,여성장애인론볼교실,지체장애,목/11:00~13:00,,20210301~20211231,20210301~20211231
"론볼",,광주,북구,광주시론볼교실-김재홍지도자,지체장애,매주 수 13:30~14:30,,20210201~20210228,20210303~20211229
"론볼",,대전,대덕구,2021 대전장애인생활체육론볼교실,지체장애,월 14:00~16:00,,20210412~20211122,20210412~20211122
"론볼",,부산,동래구,장애인론볼초보자교실,지체장애,수/14:00~17:00,,20210301~20211231,20210301~20211231
"론볼",,강원,동해시,강원도 동해시장애인 론볼교실,지체장애,수 14:00 ~ 16:00,,20210201~20211231,20210401~20211030
"론볼",,대구,수성구,2021년 대구론볼초보자교실,지체장애,매주 토14:00~15:00," 남.녀,노,소 누구나 즐길수 있는 론볼입니다. ",20210302~20210331,20210402~20211127
"론볼",,광주,북구,초보자론볼교실-김재홍지도자,지체장애,매주 수 14:30~15:30,,20210201~20210228,20210317~20211229
"론볼",,광주,북구,동그라미주간보호센터론볼교실 (여성)  조미경지도자,지적장애,매주 수 10:00~11:00,,20210106~20211229,20210224~20211229
"론볼",,강원,춘천시,춘천시장애인체육회 어울림 론볼교실,지체장애,목 14:00 ~ 18:00,,20210201~20211231,20210407~20211103
"론볼",,광주,북구,북구론볼교실  조미경지도자,지체장애,매주 금 13:00~14:30,,20210108~20211231,20210402~20211231
"바둑",,울산,남구,2021년 울산장애인 두뇌스포츠 바둑교실,뇌병변장애,목요일 13:30~15:30,교실운영단체 : 울산광역시장애인체육관,20210101~20211028,20210401~20211028
"배구",,충북,진천군,2021 진천군장애인 배구교실,지적장애,"매주 화,목 18:00 ~ 20:00",,20210126~20210215,20210301~20211130
"배구",,부산,연제구,어울림좌식배구교실,지체장애,일/13:00~17:00,,20210301~20211231,20210301~20211231
"배구",,전남,순천시,2021 전남 순천시 장애인생활체육 좌식배구교실,지체장애,13:00~15:00,2021 전남 순천시 장애인생활체육 좌식배구교실,20210417~20211023,20210417~20211023
"배구",,서울,송파구,2021 송파구 지적장애 청소년 생활체육 배구교실(송파장애인배구단),지적장애,매주 수 17:00-19:00,,20210201~20210430,20210401~20210930
"배구",,서울,송파구,2021 송파구 지체장애인 좌식배구교실(송파구좌식배구단),지체장애,매주  수 17:00-19:00,,20210201~20210430,20210401~20210930
"배구",,충남,보령시,맞춤형 장애청소년 배구교실,지적장애,매주 금 15:00~16:00,,20210301~20211130,20210301~20211130
"배구",,강원,강릉시,강릉시장애인배구협회 생활체육 배구교실,지체장애,14:00 ~ 16:00,,20210201~20211231,20210401~20211031
"배구",,충남,청양군,지체장애 좌식배구교실,지체장애,매주 월 18:30~20:00,,20210301~20211130,20210301~20211130
"배구",,광주,광산구,송우초 청소년배구교실B-김정희지도자,지적장애,매주 월 10:40~11:40,,20210102~20210228,20210329~20211227
"배구",,광주,광산구,송우초 청소년배구교실A-김정희지도자,지적장애,매주 월 09:30~10:30,,20210102~20210228,20210329~20211227
"배구",,강원,정선군,2021 강원도 정선군 장애인 좌식배구교실,지체장애,18:30~19:30,,20210601~20211031,20210601~20211031
"배구",,경기,수원시,(배구협회)생활체육교실,기타장애,09:00-18:00,종목별교실 - 종목별 배구교실,20210322~20210531,20210322~20211031
