ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
"탁구",,충북,진천군,2021 진천군장애인 탁구교실,지적장애,"매주 월,수 19:00 ~ 20:00",,20210126~20210215,20210301~20211130
"탁구",,광주,광산구,(시비) 2021 탁구교실(시장애인체육회-허은미),지적장애,매 주 화 09:50~10:50,,20210322~20210326,20210406~20211026
"탁구",,부산,북구,쓰리짱탁구교실,지체장애,화/10:00~12:00,,20210301~20211231,20210301~20211231
"탁구",,부산,연제구,연제구장애인탁구교실,지체장애,목/14:00~16:00,,20210301~20211231,20210301~20211231
"탁구",,부산,동구,징검다리좌식탁구교실,기타장애,화/14:00~16:00,,20210301~20211231,20210301~20211231
"탁구",,부산,해운대구,성인장애인탁구교실,지적장애,금/14:00~16:00,,20210301~20211231,20210301~20211231
"탁구",,경북,영주시,2021년 경북장애인 &quot;스매싱&quot; 어르신 탁구 생활체육교실(생애주기별-영주시장애인종합복지관),기타장애,"화, 10:00~12:00",,20210301~20210331,20210406~20211031
"탁구",,울산,남구,2021년 울산지체장애인 핑퐁교실,지체장애,목요일 12:50~13:50,교실운영단체 : 울산광역시장애인체육관,20210101~20211028,20210401~20211028
"탁구",,울산,중구,2021 장애인 생활체육 탁구교실,지체장애,화요일 10:00~10:50,교실운영단체 : 울산광역시제2장애인체육관,20210101~20211019,20210406~20211019
"탁구",,충남,천안시,TIKI TAKA 탁구 교실,기타장애,화10:00~12:00 수13:30~,,20210301~20211130,20210301~20211130
"탁구",,충남,아산시,좋은 탁구교실,지적장애,매주 수 10:00~12:00,,20210301~20211130,20210301~20211130
"탁구",,경기,수원시,(탁구협회)생활체육교실,기타장애,09:00-18:00,종목별교실 - 경기도 장애인 탁구교실,20210322~20210531,20210322~20211031
"탁구",,충남,서천군,성도원 탁구교실,지적장애,매주 화 10:00~12:00,,20210301~20211130,20210301~20211130
"탁구",,충남,태안군,장애인 생활체육 탁구교실,지적장애,매주 수 16:00~17:00,,20210301~20211130,20210301~20211130
"탁구",,경북,포항시북구,2021 여성장애인 탁구교실(생애주기별-엘림소망의집),지적장애,"금, 10:30~11:20",,20210301~20210331,20210604~20211112
"탁구",,울산,남구,2021년 울산무거복지센터 탁구교실 “탁구나라 행복나라”,지적장애,목요일 14:00~15:00,운영단체 : 울산무거복지센터,20210101~20211028,20210401~20211028
"탁구",,광주,남구,남구장애인복지관 탁구교실 1부 - 정은종지도자,지체장애,매주 화 13:00~14:00,,20210102~20210130,20210309~20211230
"탁구",,광주,남구,남구장애인복지관 탁구교실 2부 - 정은종지도자,지적장애,매주화 14;00~15:00,,20210102~20210130,20210309~20211230
"탁구",,광주,남구,한국척수장애인광주협회 탁구교실 1부 - 정은종지도자,지체장애,매주 수 13:30~14:30,,20210102~20210130,20210317~20211230
"탁구",,광주,남구,한국척수장애인광주협회 탁구교실 2부 - 정은종지도자,지체장애,매주 수 14:30~15:30,,20210102~20210130,20210317~20211230
"탁구",,경기,군포시,(대장체)군포시 탁구교실,뇌병변장애,"화, 목 10:00~12:00",,20210401~20210730,20210501~20211130
"탁구",,경기,성남시,"(대장체)성남시 탁구, 육상 교실",지적장애,금 14:00~16:00,,20210401~20210730,20210501~20211130
"탁구",,광주,남구,광주선명학교 탁구교실 - 정은종지도자,지적장애,매주 목 09:00~11:00,,20210201~20210228,20210325~20211230
"탁구",,광주,남구,생활체육 탁구교실(개인) - 정은종지도자,지체장애,매주금14:00~15:00,,20210102~20210130,20210305~20211230
"탁구",,광주,서구,(개인)지체탁구교실1부-허은미지도자,지체장애,매주 월 13:30~14:30,,20210104~20211231,20210315~20211227
"탁구",,광주,광산구,광산구장애인복지관탁구교실-허은미지도자,지적장애,매주 화 9:50~10:50,,20210104~20210205,20210216~20211228
"탁구",,광주,서구,(개인)청소년초급반탁구교실1부-허은미지도자,지적장애,매주 화~금 16:00~17:00,,20210104~20211231,20210316~20211231
"탁구",,광주,서구,(개인)청소년선수반탁구교실2부-허은미지도자,지적장애,매주 화~금 17:00~18:00,,20210104~20211231,20210316~20211231
"탁구",,충남,태안군,2021년 장애인생활체육 탁구교실,지적장애,매주 수요일 16:00~17:00,,20210301~20211031,20210301~20211031
"탁구",,광주,동구,동구장애인복지관탁구교실1부-허은미지도자,지적장애,매주 수 13:30~14:30,,20210104~20210226,20210317~20211229
"탁구",,광주,동구,동구장애인복지관탁구교실2부-허은미지도자,기타장애,매주 목 10:30~11:30,,20210104~20210226,20210318~20211230
"탁구",,광주,서구,(개인)지체탁구교실2부-허은미지도자,지체장애,매주 금 13:30~14:30,,20210104~20210226,20210319~20211231
"탁구",,경남,창원시의창구,경남지적장애인  탁구교실,지적장애,"목,13:00~ 금 14:00",,20210101~20211231,20210101~20211231
"탁구",,경기,안양시,(대장체)안양시 탁구교실,뇌병변장애,목 15:00~15:50,,20210401~20210730,20210501~20211130
"탁구",,경기,군포시,(대장체)군포시 탁구 클럽,지체장애,"월, 수 13:00~15:00",,20210401~20210730,20210501~20211130
"탁구",,광주,서구,지체탁구교실A(개인수업)-김군지도자,지체장애,매주 화 14:00~15:30,,20210101~20210228,20210302~20211228
"탁구",,광주,서구,지체탁구교실B(개인수업)-김군지도자,지체장애,매주 목 14:00~15:30,,20210101~20210228,20210304~20211230
"탁구",,광주,서구,성인 초급반 탁구교실(개인수업)-김군지도자,지적장애,"매주화,수,목,금16:00~17:00",,20210101~20210222,20210223~20211231
"탁구",,광주,서구,성인 선수반 탁구교실(개인수업)-김군지도자,지적장애,"매주화,수,목,금17:00~18:00",,20210101~20210222,20210223~20211231
"탁구",,광주,광산구,수완건강생활지원센터탁구교실-김군지도자,지체장애,매주 수 14:00~15:00,,20210101~20210228,20210303~20211229
"탁구",,광주,남구,시각장애인복지관시각탁구교실-김군지도자,시각장애,매주 수 10:00~11:00,,20210101~20210223,20210224~20211229
"탁구",,대구,서구,2021년 서구장애인탁구생활체육교실(서구센터),지적장애,10:30~11:30,"서구장애인주간보호센터 이용장애인을 대상으로 이용장애인들의 심리ㆍ정서적 안정 및 스트레스 감소시키고, 유연성 향상 및 활동량 증가 등 건강과 체력을 증진하기 위한 탁구 교실입니다.",20210120~20210201,20210501~20210901
"탁구",,경북,영천시,영스타탁구동호회(동호회-영스타탁구동호회),지체장애,"월, 14:00~15:30",,20210301~20210331,20210412~20210927
"탁구",,광주,북구,밀알의 집 탁구-1교실-김재칠지도자,지적장애,매주 월 14:30~16:00,,20210201~20210219,20210315~20211227
"탁구",,광주,북구,신장주간보호센터 탁구교실-김재칠지도자,기타장애,매주 화 13:00~14:00,,20210201~20210219,20210323~20211228
"탁구",,전남,강진군,2021 전남 강진군 장애인생활체육 탁구교실,지체장애,14:00~16:00,2021 전남 강진군 장애인생활체육 탁구교실,20210301~20210330,20210415~20211021
"탁구",,광주,북구,밀알의 집 탁구-2교실-김재칠지도자,지적장애,매주 목 14:00~15:30,,20210201~20210219,20210304~20211230
"탁구",,서울,관악구,2021 관악구SRC 지체장애인탁구교실(SRC재활체육관),지체장애,매주 화 14시 /15시,,20210201~20210530,20210401~20210930
"탁구",,전남,순천시,2021 전남 순천시 장애인생활체육 탁구교실(척수협회),지체장애,14:00~15:00,2021 전남 순천시 장애인생활체육 탁구교실,20210416~20211029,20210416~20211029
"탁구",,광주,서구,서구장애인체육회 탁구교실-박민지도자,지적장애,매주 목 13:00~15:00,,20210102~20210228,20210401~20211230
"탁구",,서울,양천구,2021 양천구장애인 탁구교실(장애와사회),기타장애,매주 월 15:00~17:00,,20210201~20210331,20210401~20211031
"탁구",,서울,강북구,2021 강북구 장애인어르신 탁구교실,기타장애,"매주 화, 목 10:00~12:00",,20210201~20210430,20210401~20210930
"탁구",,충북,청주시,2021 장애인생활체육 아이엠다온탁구교실,뇌병변장애,매주 목 18:30~19:30,,20210215~20210310,20210401~20210930
"탁구",,경남,사천시,사천시 휠체어 탁구교실,지체장애,수 14:00~16:00,,20210101~20211231,20210101~20211231
"탁구",,광주,동구,인광희망의샘 초보자탁구교실-김정희,기타장애,매주 금 13:00~14:00,,20210102~20210228,20210319~20211231
"탁구",,전남,여수시,2021 전남 여수시 장애인생활체육 탁구교실(동행주간보호센터),지체장애,13:30~15:30,2021 전남 여수시 장애인생활체육 탁구교실(동행주간보호센터),20210301~20210330,20210406~20211109
"탁구",,전남,여수시,2021 전남 여수시 장애인생활체육 중증탁구교실(멋진여성),지적장애,14:00~15:00,2021 전남 여수시 장애인생활체육 중증탁구교실(멋진여성),20210503~20211025,20210503~20211025
"탁구",,강원,횡성군,강원도 횡성군 장애인 어르신 탁구 교실,지체장애,목 10:00 ~ 12:00,,20210201~20211231,20210408~20211028
"탁구",,전남,나주시,2021 전남 나주시 장애인생활체육 핑퐁핑퐁탁구교실(기금),지체장애,18:00~19:00,2021 전남 나주시 장애인생활체육 탁구교실(기금),20210415~20211125,20210415~20211125
"탁구",,전남,순천시,2021 전남 순천시 장애인생활체육 사랑탁구교실(기금),지체장애,13:30~15:00,2021 전남순천시 장애인생활체육 사랑탁구교실(기금),20210301~20210330,20210413~20211019
"탁구",,전남,순천시,2021 전남 순천시 장애인생활체육 탁구교실(기금),지적장애,15:00~16:00,2021 전남 순천시 장애인생활체육 탁구교실(기금),20210421~20211020,20210421~20211020
"펜싱",,광주,서구,휠체어펜싱교실성인반-배우리영지도자,지체장애,매주 화 15:30~17:00,,20210101~20210329,20210330~20211228
"펜싱",,광주,서구,지적펜싱교실기초반-배우리영지도자,지적장애,매주 목 17:00~18:00,,20210101~20210324,20210325~20211230
"펜싱",,광주,서구,휠체어펜싱교실기초반-배우리영지도자,뇌병변장애,매주 목 15:30~17:00,,20210101~20210331,20210401~20211230
"펜싱",,광주,서구,(시비) 2021 펜싱교실(시장애인체육회-배우리영),지적장애,매주 목 17:00~18:00,,20210101~20210504,20210506~20211028
"펜싱",,광주,광산구,금구중학교펜싱교실-배우리영지도자,지적장애,매주 수 10:00~11:30,,20210101~20210309,20120310~20211229
"펜싱",,강원,홍천군,강원도 홍천군 장애유소년 초등부 펜싱교실,지적장애,화 15:20 ~ 17:20,,20210201~20211231,20210406~20211130
"펜싱",,광주,서구,(시비) 2021 지체장애인 펜싱교실(펜싱협회),지체장애,매주 금 14:00~16:00,휠체어펜싱교실 입니다~~많은 참여와 관심 부탁드립니다.,20210329~20210402,20210409~20210924
"보치아",,대전,유성구,성세재활체육교실,뇌병변장애,"월,수 10시",,20210302~20211231,20210302~20211231
"보치아",,충북,충주시,2021 장애인생활체육 보치아교실,뇌병변장애,매주 목 13:00~15:00,,20210126~20210215,20210302~20210930
"보치아",,충북,옥천군,2021 청산원 보치아 교실,지적장애,수 14:00~16:00,,20210126~20210215,20210301~20211030
"보치아",,경기,군포시,(대장체)군포시 보치아교실,지체장애,"화, 목 16:00~17:00",,20210401~20200730,20210501~20211130
"보치아",,부산,동래구,보치아교실(동래구자립센터),뇌병변장애,목/ 13:30~15:30,,20210301~20211231,20210301~20211231
"보치아",,광주,북구,가교행복빌라보치아교실 -조미경지도자,지체장애,매주 금 10:00~11:30,,20210103~20211231,20210402~20211231
"보치아",,부산,북구,뇌병변복지관보치아교실,뇌병변장애,목/14:00~17:00,,20210301~20211231,20210301~20211231
"보치아",,전남,순천시,2021 전남 순천시 장애인생활체육 보치아교실,지적장애,13:30~14:30,2021 전남 순천시 장애인생활체육 보치아교실,20210416~20210924,20210416~20210924
"보치아",,광주,서구,희망의집단기보호시설보치아교실-한혜정지도자,뇌병변장애,매주 목 14:00~15:00,,20201201~20210228,20210218~20211230
"보치아",,경기,안양시,(대장체)안양시 보치아 클럽,뇌병변장애,수 14:00~14:50,,20210401~20210730,20210501~20211130
"보치아",,광주,서구,맑은샘사회복귀시설보치아교실-한혜정지도자,기타장애,매주 수 10:20~11:20,,20201201~20210228,20210108~20211229
"보치아",,광주,남구,(기금) 2021 지체장애인 보치아교실(남구장애인체육회-박욱),지체장애,매주 목 14:00~15:30,,20210201~20210228,20210401~20210930
"보치아",,광주,북구,느티나무주간보호센터 보치아교실2-김숙희지도자,지적장애,매주 목 15:00~16:00,,20210102~20210228,20210304~20211228
"보치아",,광주,북구,느티나무주간보호센터 보치아교실1-김숙희지도자,지적장애,매주 목 14:00~15:00,,20210102~20210228,2021.304~20211228
"보치아",,충남,부여군,보치아교실,지체장애,매주 수 13:30~15:30,,20210301~20211130,20210301~20211130
"보치아",,경기,군포시,(군포시)송정보치아교실,지체장애,수요일 14시~16시,,20210201~20210331,20210401~20211031
"보치아",,광주,북구,(기금)2021 여성장애인보치아교실(북구장애인체육-조미경),지체장애,매주  금  10:00~11:30,,20210206~20210930,20210402~20210924
"보치아",,강원,홍천군,강원도 홍천군 장애인 어르신 보치아 교실,뇌병변장애,월 14:00 ~ 16:00,,20210201~20211231,20210405~20211129
"보치아",,강원,속초시,강원도 속초시 장애인 보치아교실,뇌병변장애,금 13:00 ~ 15:00,,20210201~20211231,20210501~20211031
"보치아",,강원,강릉시,강릉시장애인생활체육보치아교실,뇌병변장애,14:00 ~ 16:00,,20210201~20211231,20210401~20211031
"보치아",,광주,북구,시립장애인복지관 보치아교실-김재칠지도자,지체장애,매주 월 10:30~12:00,,20210201~20210219,20210222~20211227
"보치아",,대구,달서구,2021년 위풍당당보치아생활체육교실,뇌병변장애,"매주 화, 목 14:00~16:00",생활체육 위풍당당 보치아 교실은 평상시 잘 사용하지 않는 근육을 사용함으로써 신체적 기능을 향상 시키고 일상생활에 활력을 불어넣어 삶의 질 향상 및 건전한 여가생활을 영위하기 위해 만들어졌습니다.,20210201~20210208,20210000~20210000
"보치아",,광주,북구,즐거운 집 보치아-1교실-김재칠지도자,지적장애,매주 수 13:30~14:30,,20210201~20210219,20210224~20211229
"보치아",,광주,북구,즐거운 집 보치아-2교실-김재칠지도자,지체장애,매주 수 14:30~15:30,,20210201~20210219,20210224~20211229
"보치아",,광주,북구,씨튼주간보호센터 보치아교실-김재칠지도자,뇌병변장애,매주 목 10:00~11:30,,20210201~20210222,20210304~20211230
"보치아",,광주,남구,열린케어장애인자립생활센터보치아교실-박욱지도자,지체장애,매주 목 14:00~15:30,,20210201~20210228,20210318~20211230
"보치아",,전남,광양시,2021 전남 광양시 장애인생활체육 보치아 교실,뇌병변장애,10:00~12:00,2021 전남 광양시 장애인생활체육 보치아 교실,20210402~20211029,20210402~20211029
"보치아",,서울,마포구,2021 서울시 장애청소년 보치아 교실(서울특별시장애인보치아연맹),뇌병변장애,매주 화 15::30-16:30,,20210201~20210331,20210401~20210930
"보치아",,서울,마포구,2021 서울시 뇌병변장애인보치아 교실(서울특별시장애인보치아연맹),뇌병변장애,금 13:00 ~ 16:00,,20210201~20210331,20210401~20210930
"보치아",,서울,송파구,2021 송파구 생활체육보치아교실(서울장애인자립생활센터),기타장애,매주 금 14:00-16:00,,20210201~20210331,20210401~20210930
"보치아",,광주,북구,우리이웃보치아교실(발달부)  조미경지도자,지적장애,매주 금 15:30~16:30,,20210103~20211231,20210319~20211231
"보치아",,광주,북구,우리이웃보치아교실-지체부조미경지도자,뇌병변장애,매주 월 15:30~17:00,,20210203~20211227,20210308~20211227
"보치아",,서울,관악구,2021 관악구 어울림보치아교실,기타장애,"월, 수, 금 10:00-12:00",,20210201~20210530,20210401~20210930
"보치아",,전남,보성군,2021 전남 보성군 장애인생활체육 보치아교실,지체장애,14:00~16:00,2021 전남 보성군 장애인생활체육 보치아교실,20210301~20210330,20210413~20211014
"보치아",,광주,북구,어울림보치아교실(통합)-조미경지도자,지적장애,매주 월13:30~14:30,,20210310~20211227,20210315~20211227
"보치아",,전남,여수시,2021 전남 여수시 장애인생활체육 보치아교실,지적장애,10:30~11:30,2021 전남 여수시 중증장애인 보치아교실,20210301~20210330,20210405~20211122
"보치아",,충남,아산시,네바퀴와 동행하는 생활체육 보치아교실,지체장애,매주 수 14:30~16:30,,20210301~20211130,20210301~20211130
"보치아",,서울,성동구,2021 성동구 생활체육 보치아 교실(햇빛사랑자조모임),지체장애,"화,목,금 12:30 ~ 15:30",,20210201~20210331,20210401~20210930
"보치아",,광주,북구,(기금) 2021 지체장애인 보치아교실(북구장애인체육회-김재칠),지체장애,매주 월 10:30~12:00,,20210201~20210215,20210405~20210927
"보치아",,대구,수성구,2021년 오뚜기보치아생활체육교실,뇌병변장애,매주 월 13:30~15:30,지역중증장애인들이  한자리에 모여 보치아 교실에 참여함으로 재활운동과 서로 어울림으로 인해 사회성 향상과 인식개선에 도움을 주고자 합니다.,20210201~20211230,20210405~20211031
"보치아",,광주,북구,어울림지체부보치아교실 조미경지도자,뇌병변장애,매주 수 13:30~15:00,,20210103~20211229,20210224~20211229
"보치아",,광주,북구,(기금) 2021 혼합장애인 보치아교실(북구장애인체육회-김재칠),뇌병변장애,매주 목 10:00~11:30,,20210201~20210215,20210401~20210930
"보치아",,충남,공주시,한울 보치아교실,지적장애,매주 월 15:30~17:00,,20210301~20211130,20210301~20211130
"보치아",,충북,보은군,2021 보은군장애인보치아교실,뇌병변장애,매주 화 13:00~15:00,,20210126~20210215,20210301~20210831
"보치아",,충북,충주시,2021 장애인생활체육 보치아연맹교실,지체장애,매주 월 13:00~15:00,,20210126~20210215,20210302~20211031
"보치아",,대구,수성구,2021년 김광식의 보치아교실,뇌병변장애,0,김광식의 보치아교실,20210101~20210330,20210401~20211030
"보치아",,광주,북구,엠마우스보치아교 조미경지도자,지적장애,매주 목 10:00~11:30,,20210103~20211230,20210225~20211230
"보치아",,광주,북구,북구지체장애인협회 보치아교실-김숙희지도자,지체장애,매주 수 10:30~12:00,,20210102~20210215,20210224~20211228
"보치아",,광주,북구,북구직업재활보치아교실 1 조미경지도자,지적장애,매주 목 13:30~14:30,,20210103~20211230,20210401~20211230
"보치아",,광주,북구,북구직업재활2보치아교실 조미경지도자,지적장애,매주 월 14:30~15:30,,20210105~20211230,20210401~20211230
"사이클",,경남,창원시의창구,창원시각장애인 탠덤사이클교실,시각장애,목 13:30~15:00,,20210101~20211231,20210101~20211231
"사이클",,서울,관악구,2021 관악구 발달장애인 사이클교실(관악구발달장애인평생교육센터),지적장애,매주 월 13:30~14:30,,20210201~20210530,20210401~20210930
"사이클",,강원,춘천시,2021 강원도 춘천시 사이클장애인 교실(나도 탈 수 있다),지적장애,13:00 ~ 14:00,,20210601~20211031,20210601~20211031
"태권도",,경기,가평군,(대장체)가평군 태권도교실,지적장애,월 10:00~12:00,,20210401~20210730,20210501~20211130
"태권도",,서울,강동구,2021 강동구 발달장애인태권도교실(강동단기보호시설),지적장애,매주 화 10:00-11:30,,20210201~20210430,20210401~20210930
"태권도",,대구,수성구,2021년 대구Play&amp;Fun 태권생활체육교실(보경센터),지적장애,수정,"기존 태권도에 놀이를 결합하여 장애인들에게 운동에 대한 거부감을 줄이고 호기심을 유발하여 지속적인 활동이 되도록 뒷받침하여 장애인들에게 태권도를 통해 꿈과 희망을 이룰 수 있는 기회를 제공하고 재활에도 긍정적인 영향을 끼치고자 하며, 지역 내 접근성이 용이한 태권도를 통한 심리적, 육체적 특성을 고려하여 지역 장애인들에게 프로그램을 접목함으로써 생활체육활동에 대한 흥미도와 적극적인 참여할 수 있는 환경을 제공하여 규칙적인 운동습관과 만족한 삶추구에 기여하고자 함.  ",20210201~20210228,00000000~00000000
"태권도",,대구,북구,2021년 대구푸른꿈을찾는태양태권교실(푸른센터),지적장애,10:30~11:30,"이용인들에게 태권도의 체험 기회를 제공하고, 한국 고유의 태권도 가치를 전달하는 ‘푸른 꿈을 찾는 태양 태권교실’은 이용인들에게 교실에서의 시간이 소중한 추억으로 간직 될 수 있도록 꿈을 키워나가는 태권교실입니다. ",20210204~20210331,20210407~20211030
"태권도",,서울,강남구,2021 강남구 발달장애인 신나는 태권도교실(성모자애주간보호시설),지적장애,매주 목 13:00-14:30,,20210201~20210430,20210401~20210930
"태권도",,서울,금천구,2021 금천구 발달장애인 태권도/트램플린교실(금천발달장애인평생교육센터),지적장애,매주 화 10:40~11:40,,20210201~20210430,20210401~20210930
"태권도",,대구,달성군,2021년 대구사랑마을튼튼뮤직태권생활체육교실(사랑마을),지적장애,매주 목 10:30~11:30,2020년에 놀이로 배우는 태권교실프로그램 이용자 만족도가 높아서 일회성에 끝나지 않고  음악과 태권도를 접목한 동작을 매개로하여 지루하지 않는 프로그램을 할 예정입니다.,20210101~20210201,20210415~20211028
"태권도",,경기,고양시,(대장체)고양시 태권도 클럽,지적장애,금 18:00~19:00,,20210401~20210730,20210501~20211130
"태권도",,서울,성북구,2021 성북구 지적장애인태권도교실(장애인부모연대 성북지회),지적장애,"매주 월, 화, 목 20:30~21:",,20210201~20210430,20210501~20210831
"태권도",,서울,강동구,2021 강동구 발달장애인 태권도교실(강동구장애인체육회),지적장애,매주 금 14:00-16:00,고덕1동 주민센터에서 운영하는 강동구 발달장애인 태권도교실입니다,20210201~20210430,20210401~20210930
"태권도",,경북,영주시,발달장애인의 사회성형성과 대인기피증 극복을 위한 태권교실(유형별-영주지적발달복지협회),지적장애,"목, 13:00~14:00",,20210301~20210331,20210408~20210916
"태권도",,대구,남구,2021년 으라차차태권도생활체육교실(남구센터),지적장애,매주 월 10:00~12:00,"남구발달장애인 주간활동서비스센터에서 태권도를 통해 자신감, 협동심, 성취감 등을 느끼게 하여 기초체력 향상과 지역사회의 구성원으로 함께 할 수 있도록 2021년 발달장애인 ‘으라차차 태권도’ 생활체육교실을 운영합니다. ",20210215~20210324,20210405~20211025
"태권도",,울산,중구,2021울산광역시 장애인태권도 맞춤형생활체육건강 교실(중고등부),청각장애,금요일 09:20~10:00,교실운영단체 : 울산광역시장애인태권도협회,20210101~20211119,20210402~20211129
"태권도",,경남,창원시마산회원구,창원시발달장애인태권도교실,지적장애,수 10:30~12:00,,20210101~20211231,20210101~20211231
"태권도",,서울,동대문구,2021 동대문구 태권체조교실(구립동대문장애인종합복지관),지적장애,매주 금 10:00~11:00,,20210201~20210430,20210401~20210930
"태권도",,경남,진주시,경남장애인 태권도 생활체육교실,지적장애,"화,목,금 10:00~11:00",,20210101~20211231,20210101~20211231
"태권도",,광주,남구,(시비) 2021 지적장애인 태권도교실(태권도협회),지적장애,매주 수 10:00~12:00,,20210101~20210406,20210407~20211006
"태권도",,광주,광산구,로뎀나무아래태권도교실B반-박소리지도자,지적장애,매주 목 15:00~16:00,로뎀나무아래태권도교실B반,20210303~20210310,20210318~20211230
"태권도",,강원,홍천군,강원도 홍천군 장애인 유소년 태권교실,지적장애,"목,금 15:30 ~ 17:00",,20210201~20211231,20210401~20211126
"태권도",,충북,충주시,2021 장애인생활체육 다사랑 태권교실,지적장애,매주 월 19:00~20:00,,20210126~20210215,20210302~20211031
"태권도",,강원,속초시,"강원도 장애인맞춤형 생활체육 줌바댄스, 태권도교실",지적장애,"월,화 10:30 ~ 11:30",,20210201~20211231,20210405~20211026
"태권도",,대전,서구,2021 도토리태권도교실,지적장애,목 10:30~11:30,,20210408~20211028,20210408~20211028
"태권도",,울산,중구,2021울산장애인태권도생활체육건강 교실(한마음주간보호센터),지적장애,수요일 10:00~10:50,교실운영단체 : 울산광역시장애인태권도협회,20210101~20211103,20210407~20211103
"태권도",,대구,중구,(단체명기재)2021년 대구태권음악줄넘기생활체육교실,지적장애,요일누락 09:30~11:30,기존 줄넘기에 대중음악과 생활 체조 및 놀이를 접목한 새로운 유형의 체육활동으로 누구나 쉽게 참여할 수 있는 접근성을 높여 체육활동에 대한 편견과 거부감을 줄이고 호기심과 적극성 극대화하는 지속성 있는 생활체육이다.  장애인들의 체육활동의 다양성 제공 및 장애인의 운동에 대한 편견을 지역 사회에 완화한다. 또한 전문 강사유치를 통한 전문성 있는 생활체육활동의 추진으로 서비스대상의 개별적인 특성을 고려한 단계적인 프로그램 실시함으로 체육활동을 통한 장애인들 의 건강한 생활도모 및 활력제공 등 생활체육의 기초를 마련한다.,20210101~20210228,20210401~20211130
"태권도",,광주,광산구,금옥보호작업장태권도교실-홍한별,지적장애,매주 수 11:00~12:00,,20210104~20210323,20213034~20211229
"태권도",,울산,중구,2021울산광역시 장애인태권도생활체육건강 교실(초등부),청각장애,금요일 11:40~12:20,교실운영단체 : 울산광역시장애인태권도협회,20210101~20211119,20210402~20211119
"태권도",,경남,거제시,거제시장애인체육회 태권도교실,지적장애,금 18:00~19:00,,20210101~20211231,20210101~20211231
"태권도",,광주,광산구,로뎀나무아래태권도교실A반-박소리지도자,지적장애,매주 목 14:00~15:00,로뎀나무아래태권도교실A반,20210303~20210310,20210318~20211230
"태권도",,광주,북구,파인빌 태권도교실-김재칠지도자,지적장애,매주 목 16:00~17:00,,20210201~20210219,20210304~20211230
"태권도",,서울,강동구,2021 강동구 지적장애인 태권도교실(홀트주간보호센터),지적장애,월10:30 화13:30(1시간),,20210201~20210430,20210401~20210930
"태권도",,전남,여수시,2021 전남 여수시 장애인생활체육 태권도교실,지적장애,10:30~11:30,2021 전남 여수시 장애인생활체육 태권도교실,20210301~20210330,20210401~20211130
"태권도",,경기,군포시,(군포시)장애인태권도교실,지적장애,목 13:30~15:30,,20210201~20210331,20210401~20211031
"테니스",,광주,서구,(기금)2021 지체장애인 테니스교실(테니스협회),지체장애,매주 목 14:00 - 17:00,지체장애인들로 구성된 활동입니다.,20210329~20210402,20210408~20211028
"테니스",,경기,수원시,(테니스협회)생활체육교실,기타장애,09:00-18:00,종목별교실 - 경기도 테니스 생활체육교실,20210322~20210531,20210322~20211031
"테니스",,충북,충주시,2021 장애인생활체육 매직테니스교실,뇌병변장애,매주 화 10:00~12:00,,20210126~20210215,20210302~20211031
"게이트볼",,충북,옥천군,2021 옥천장애인 게이트볼교실,지체장애,목 10:00~11:30,,20210126~20210215,20210301~20211030
"게이트볼",,경기,가평군,(대장체)가평군 게이트볼 클럽,지체장애,금 14:00~16:30,,20210401~20210730,20210501~20211130
"게이트볼",,세종,,2021 세종시 장애인 생활체육 어르신 게이트볼 교실,기타장애,매주 금 오후 2시,,20210122~20210205,20210314~20211031
"게이트볼",,경북,칠곡군,2021 오픈게이트&quot;게이트볼&quot;(생애주기별-칠곡군장애인종합복지관),기타장애,"목, 10:00~12:00",,20210301~20210331,20210401~20210909
"게이트볼",,충남,홍성군,청각장애 생활체육 게이트볼 교실,청각장애,매주 금 13:00~14:00,,20210301~20211130,20210301~20211130
"게이트볼",,충남,계룡시,장애인 게이트볼 어르신교실,지체장애,매주 화 14:00~16:00,,20210301~20211130,20210301~20211130
"게이트볼",,충남,아산시,장애인게이트볼 교실,지체장애,매주 화 13:00~15:00,,20210301~20211130,20210301~20211130
"게이트볼",,전남,보성군,2021 전남 보성군 장애인생활체육 게이트볼교실,청각장애,13:30~15:30,2021 전남 보성군 장애인생활체육 게이트볼교실,20210301~20210330,20210401~20211130
"게이트볼",,충남,보령시,생활체육 초보자 게이트볼교실,기타장애,매주 화 13:00~14:30,,20210301~20211130,20210301~20211130
"게이트볼",,대전,유성구,2021 우리누리 게이트볼교실,기타장애,월 14:00~15:00,,20210405~20211011,20210405~20211011
"게이트볼",,서울,양천구,2021 양천구 지적장애청소년 게이트볼교실(양천구장애인게이트볼클럽),지적장애,매주 목 11:00~12:00,,20210201~20210530,20210401~20210930
"게이트볼",,충북,괴산군,2021 장애인생활체육 괴산 Deaf 게이트볼 교실,청각장애,매주 수 10:00~12:00,,20210126~20210215,20210401~20210930
"게이트볼",,충북,음성군,2021 샛별 게이트볼교실,지체장애,매주 수 13:00 ~17:00,,20210126~20210215,20210301~20211030
